minHBint4,MDEC-23,SP-5,SpAD_Dt,AATS8m,AATS8v,SpMax4_Bhm,ETA_Eta_F_L,SpDiam_Dt,nC,MATS7p,SpMin3_Bhe,SpMin3_Bhi,ATSC1v,nAcid,EE_Dt,nHBint6,nBondsD,ETA_Beta_ns,ATSC7p,C2SP2,GATS7v,SpMin4_Bhs,SpMin4_Bhi,SpMax_Dt,MLogP,nwHBa,ZMIC1,AATSC7p,SpMAD_Dt,Target
-0.431683112823168,2.0922249305353158,3.1105670956276654,5.936024362370423,1.267854364732979,2.0488715939733515,0.9685883019823819,1.9215224766019252,4.238009486163509,1.5743327933695994,0.48388006348206314,0.502686531792819,0.48082313797359005,-0.163646922778561,-2.7900750578527247,1.099696851646268,-0.527394783164536,2.252187296448577,2.2185176960939623,0.5189787627966734,0.6135276861448316,0.3706884791866494,0.8691637919441453,1.1812701987370586,5.968571357771312,1.4182200021434963,-4.18395822263671,2.0230330137296724,0.4101293296916043,5.946016008671534,0
-0.431683112823168,0.5337869356434277,0.6107423950493301,0.5478331006849695,0.6232504918185813,0.5577835343191169,0.6180679473319244,1.5968741439585958,0.8577190508528296,0.7485324631051776,-0.8082877561234652,0.1831017854547115,0.20205448876687912,-0.9255251391498768,-0.1829557414985393,1.071495036568689,-0.527394783164536,1.5994347071389046,1.5755916907435672,-0.7294393895072114,1.5481667447708112,-0.3175441251805781,0.8917759908961894,0.9952878210561397,0.5557883809757638,0.4611733550774432,1.3723535878726167,1.3617930951839319,-0.7292010645238813,0.23064572676434486,0
-0.431683112823168,-0.15772853389427918,0.618642257291022,1.1355134765942152,-0.07944313151606343,-0.21705882464945675,0.06715819875446045,1.7319564391837707,1.524036890785356,0.5420823805390722,-1.9080288528093823,0.19766514098404325,0.18301291436751413,-0.4141347315817193,-0.1829557414985393,1.099696851646268,-0.527394783164536,0.6203058231743963,2.0577861947563636,-1.7303213291596293,-0.5547711371376428,1.7923660487919437,0.8275097412430122,0.9691340491947608,1.1461509021737906,-0.11305463316218896,0.8820907810629702,-0.3355767748398043,-1.6669215535901243,0.8140435637397107,0
-0.431683112823168,0.14496796191690708,0.7129910185352948,1.2081938598909217,-0.20217866733596251,-0.30773042845365495,0.06844687652891052,1.8303680421357706,1.5830194129717783,0.7485324631051776,-2.45398374109293,0.33925331974143186,0.3383921614663356,0.5754073670490404,-0.1829557414985393,1.099696851646268,-0.527394783164536,0.6203058231743963,2.138151945425163,-2.470734523986301,0.14620815683184182,2.3499851661989686,0.8090629473610811,0.9691340491947608,1.219163528133,0.07835469625102229,1.0455117166661858,-0.21706082529860676,-2.1873564250218895,0.7846261466990146,0
-0.431683112823168,1.3522736464351344,1.000019346650103,1.1360038578056835,0.29700946686920726,0.6945206251040082,0.9679439630951555,1.4773507781386812,1.2351502098543576,0.5420823805390722,-0.21422618711001454,0.45252386274734385,0.43207670751121324,-0.013618417534722616,-0.1829557414985393,1.099696851646268,-0.527394783164536,1.2730584124840685,1.5755916907435672,-0.22373278655433937,1.3145069801143163,0.9865813061605345,0.7388461190363141,0.9918006514746215,1.1351827297301542,-0.11305463316218896,0.8820907810629702,0.6973080897920935,-0.19001178331079138,0.8146147757210841,0
3.1795302648835575,1.317162404139898,0.7802361873731115,1.2456609470328002,0.25301593722348104,0.632942830633015,0.04267332103990638,1.5295803998171162,1.599702529305763,1.1614326282373886,-0.247788987619249,0.5366676946945924,0.5790776618743149,1.5679256263053105,-0.1829557414985393,1.099696851646268,1.9604537112116198,1.9258110017937407,1.5755916907435672,-0.20181265907591814,1.5481667447708112,0.6439720826726153,0.23126175834964222,0.4001442124771989,1.2344483137211126,1.0354013433170755,1.6991954590790477,2.3707278744112013,-0.23689780776410355,0.9424166564106011,0
-0.431683112823168,1.6830810122459343,0.9918946915803956,0.6337458202627932,0.22793500279885776,0.8329528037911909,1.2810926622865555,1.5060495807872527,0.7475261618900845,1.367882710803494,-0.0531247446656889,0.9921770926397953,1.0634953145941715,0.08623360275285744,-0.1829557414985393,1.099696851646268,-0.527394783164536,1.9258110017937407,1.4952259400747678,-0.007618853668496635,1.3145069801143163,0.5887125304971439,0.7412263505049501,0.9040402170064386,0.6420934685449106,1.4182200021434963,1.8626163946822631,2.557952884989457,-0.054042312396186135,0.2292448973814554,0
-0.431683112823168,0.15122255591399106,0.14217780168133154,-0.25896174732251576,-0.4641566322029052,0.02416362309021263,0.0310752210698558,0.3379203473117556,-0.28975949637289455,0.3356322979729668,-0.14598182607457102,0.4695144441982306,0.4503566189346054,0.2607448394305321,-0.1829557414985393,-0.13077684335870776,-0.527394783164536,0.6203058231743963,0.6112026827179746,-0.10795746536549504,1.5481667447708112,0.6710994991951184,0.4419122433239471,0.5721779118320492,-0.2605305349580433,0.8439920139038641,0.8820907810629702,0.7143157671794569,-0.14781436130281045,-0.16313693296580978,0
1.139444420919725,-0.7143973433454084,-3.6143672605489314,-0.7221192429471972,1.0693938911486869,1.2612380808954575,-0.27691876702374385,-0.4257866787252449,-0.7134741718896802,-1.1095182799897714,0.21090261934028917,-0.43988620107780346,-0.24884999301009303,0.30946100897070045,-0.1829557414985393,-0.8159814397775109,-0.527394783164536,-0.03244676613527587,0.2495568047083773,0.20242330681722,-0.5547711371376428,-1.9411702400089565,-0.9743254805145957,-0.6233400596981075,-0.7257709541012052,-0.6872826214018212,-0.5886976393659692,-0.16729671571710966,0.19445361720636833,-0.1409004665480851,0
-0.22193500277945688,-0.3416772371566926,-0.27699659604552007,-0.7048909230461808,0.01733169869547088,-0.10992510949968648,0.14190150967257276,-0.44640363465094296,-0.7158496022955916,-0.49016803229145506,-0.7859125557839755,-1.7497791234104572,-1.7203828625930517,0.07946960133124208,-0.1829557414985393,-0.78193302178564,-0.527394783164536,-0.35882306079011195,-0.6746493279828157,-0.5714360919084507,-0.32111137248114796,-0.07540681473896951,-1.2700692404926448,-1.0400568246894168,-0.7026527492022735,-0.4958732919886099,-0.26185576815953815,0.22337262839522812,-0.7573326791958687,-0.6851838830846884,0
